grain,limit,radius,bac,accuracy
1,15,0.09,0.5,0.6041666666666666
3,15,0.09,0.6189278086783087,0.6541666666666667
5,15,0.09,0.641182023804307,0.6614583333333333
7,15,0.09,0.6603027182460098,0.6802083333333333
9,15,0.09,0.646574449099646,0.665625
11,15,0.09,0.646044041639455,0.6645833333333334
13,15,0.09,0.659007625632864,0.6770833333333333
15,15,0.09,0.6504636422208678,0.66875
17,15,0.09,0.6491165397349151,0.6677083333333333
19,15,0.09,0.6555670982572356,0.6729166666666667
