grain,limit,radius,bac,accuracy
7,1,0.03,0.6106935716540506,0.6468749999999999
7,3,0.03,0.6470050214174842,0.671875
7,5,0.03,0.6600761627153366,0.684375
7,7,0.03,0.6628849496119028,0.6833333333333333
7,9,0.03,0.6628849496119028,0.6833333333333333
7,11,0.03,0.6628849496119028,0.6833333333333333
7,13,0.03,0.6628849496119028,0.6833333333333333
7,15,0.03,0.6628849496119028,0.6833333333333333
7,17,0.03,0.6628849496119028,0.6833333333333333
7,19,0.03,0.6628849496119028,0.6833333333333333
